Rk,Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
40,300,52,2022-02-04,PHI,@,DAL,L 98-107,*,33:00,7,17,.412,2,5,.400,5,12,.417,.471,11,14,.786,2,11,13,4,2,3,1,2,27,26.5,-17
41,301,53,2022-02-06,PHI,@,CHI,W 119-108,*,32:01,14,23,.609,2,4,.500,12,19,.632,.652,10,11,.909,1,9,10,3,0,1,4,4,40,29.7,11
42,302,54,2022-02-08,PHI,,PHO,L 109-114,*,32:31,13,25,.520,2,8,.250,11,17,.647,.560,6,6,1.000,1,11,12,3,3,0,2,3,34,27.6,-4
43,303,55,2022-02-11,PHI,,OKC,W 100-87,*,34:38,8,25,.320,1,7,.143,7,18,.389,.340,8,11,.727,4,15,19,4,1,5,4,1,25,19.7,14
44,304,56,2022-02-12,PHI,,CLE,W 103-93,*,32:46,11,22,.500,4,5,.800,7,17,.412,.591,14,15,.933,1,13,14,10,3,0,4,4,40,37.6,24
45,305,57,2022-02-15,PHI,,BOS,L 87-135,*,26:21,3,9,.333,0,1,.000,3,8,.375,.333,13,16,.813,0,9,9,6,0,1,3,2,19,16.5,-34
46,306,58,2022-02-17,PHI,@,MIL,W 123-120,*,37:03,14,21,.667,3,4,.750,11,17,.647,.738,11,14,.786,2,12,14,5,1,0,6,5,42,33.2,13
47,307,59,2022-02-25,PHI,@,MIN,W 133-102,*,31:21,10,18,.556,3,5,.600,7,13,.538,.639,11,13,.846,0,10,10,3,1,0,2,3,34,27.5,25
48,308,60,2022-02-27,PHI,@,NYK,W 125-109,*,36:08,7,18,.389,0,4,.000,7,14,.500,.389,23,27,.852,0,9,9,3,1,4,2,3,37,31.0,18
49,309,61,2022-03-02,PHI,,NYK,W 123-108,*,34:46,7,15,.467,2,4,.500,5,11,.455,.533,11,13,.846,1,11,12,4,1,2,4,2,27,22.9,22
50,310,62,2022-03-04,PHI,,CLE,W 125-119,*,36:07,7,14,.500,0,4,.000,7,10,.700,.500,8,9,.889,2,7,9,5,2,0,2,4,22,20.0,-1
51,311,63,2022-03-05,PHI,@,MIA,L 82-99,*,36:09,4,15,.267,0,6,.000,4,9,.444,.267,14,14,1.000,5,10,15,2,2,0,4,3,22,17.8,-12
52,312,64,2022-03-07,PHI,,CHI,W 121-106,*,36:20,15,27,.556,1,3,.333,14,24,.583,.574,12,16,.750,3,11,14,2,2,3,2,2,43,36.6,14
53,313,65,2022-03-10,PHI,,BRK,L 100-129,*,30:29,5,17,.294,2,3,.667,3,14,.214,.353,15,19,.789,4,8,12,2,0,1,4,4,27,17.2,-30
54,314,66,2022-03-13,PHI,@,ORL,W 116-114 (OT),*,41:17,9,28,.321,2,5,.400,7,23,.304,.357,15,17,.882,4,12,16,7,1,2,2,1,35,29.5,11
55,315,67,2022-03-14,PHI,,DEN,L 110-114,*,36:19,11,20,.550,3,3,1.000,8,17,.471,.625,9,10,.900,3,6,9,4,1,2,5,5,34,26.1,2
56,316,68,2022-03-16,PHI,@,CLE,W 118-114,*,34:31,13,19,.684,1,3,.333,12,16,.750,.711,8,10,.800,5,12,17,5,0,0,3,3,35,32.5,-1
57,317,69,2022-03-18,PHI,,DAL,W 111-101,*,33:51,11,20,.550,2,6,.333,9,14,.643,.600,8,9,.889,0,8,8,4,5,1,6,3,32,25.7,5
58,318,70,2022-03-20,PHI,,TOR,L 88-93,*,37:15,6,20,.300,0,3,.000,6,17,.353,.300,9,11,.818,1,12,13,2,1,1,1,3,21,13.8,7
58,,71,2022-03-21,PHI,,MIA,W 113-106,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
